,index,schoolName,Category,Cohort,year,nrStudents,dropoutperc,lon,lat,district
218,4655,HS FOR EXCELLENCE AND INNOVATION,All Students,4 year August,2012,72,12.5,-73.9418766531,40.8335188367,New York
219,4660,HS FOR EXCELLENCE AND INNOVATION,All Students,4 year June,2012,72,12.5,-73.9418766531,40.8335188367,New York
220,4676,COLLEGE ACADEMY,All Students,4 year August,2012,101,7.920792,-73.9309074237,40.84923795,New York
221,4684,COLLEGE ACADEMY,All Students,4 year June,2012,101,7.920792,-73.9309074237,40.84923795,New York
222,4723,HS FOR MEDIA AND COMMUNICATIONS,All Students,4 year August,2012,138,17.3913,-73.924801,40.8656163,New York
223,4731,HS FOR MEDIA AND COMMUNICATIONS,All Students,4 year June,2012,138,17.3913,-73.924801,40.8656163,New York
224,4770,HS FOR LAW AND PUBLIC SERVICE,All Students,4 year August,2012,141,11.34751,-73.786685,40.697083,Queens
225,4778,HS FOR LAW AND PUBLIC SERVICE,All Students,4 year June,2012,141,11.34751,-73.786685,40.697083,Queens
226,4817,HS FOR HEALTH CAREERS AND SCIENCES,All Students,4 year August,2012,135,13.33333,-73.9262633471,40.8555093,New York
227,4825,HS FOR HEALTH CAREERS AND SCIENCES,All Students,4 year June,2012,135,13.33333,-73.9262633471,40.8555093,New York
228,4864,A PHILIP RANDOLPH CAMPUS HS,All Students,4 year August,2012,323,6.501547,-73.9262633471,40.8555093,New York
229,4872,A PHILIP RANDOLPH CAMPUS HS,All Students,4 year June,2012,323,6.501547,-73.9262633471,40.8555093,New York
230,4911,GREGORIO LUPERON HS FOR SCIENCE AND MATHEMATICS,All Students,4 year August,2012,124,8.870967,-73.9262633471,40.8555093,New York
231,4919,GREGORIO LUPERON HS FOR SCIENCE AND MATHEMATICS,All Students,4 year June,2012,124,8.870967,-73.9262633471,40.8555093,New York
232,4958,SOUTH BRONX PREPARATORY,All Students,4 year August,2012,79,0.0,-73.9503247317,40.81837785,New York
233,4966,SOUTH BRONX PREPARATORY,All Students,4 year June,2012,79,0.0,-73.9503247317,40.81837785,New York
234,5009,INTERNATIONAL COMMUNITY HS,All Students,4 year August,2012,88,18.18181,-73.9385934618,40.83839235,New York
235,5016,INTERNATIONAL COMMUNITY HS,All Students,4 year June,2012,88,18.18181,-73.9385934618,40.83839235,New York
236,5040,JILL CHAIFETZ TRANSFER HS,All Students,4 year August,2012,101,19.80198,-73.9202944,40.8136604,Bronx
237,5048,JILL CHAIFETZ TRANSFER HS,All Students,4 year June,2012,101,19.80198,-73.9202944,40.8136604,Bronx
238,5084,BRONX HAVEN HS,All Students,4 year August,2012,83,18.07228,-73.9202944,40.8136604,Bronx
239,5092,BRONX HAVEN HS,All Students,4 year June,2012,83,18.07228,-73.9202944,40.8136604,Bronx
240,5122,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,All Students,4 year August,2012,69,14.49275,-73.9071566667,40.8101353333,Bronx
241,5130,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,All Students,4 year June,2012,69,14.49275,-73.9071566667,40.8101353333,Bronx
242,5175,MOTT HAVEN VILLAGE PREPARATORY HS,All Students,4 year August,2012,85,10.58823,-73.9050628,40.8188475,Bronx
243,5183,MOTT HAVEN VILLAGE PREPARATORY HS,All Students,4 year June,2012,85,10.58823,-73.9050628,40.8188475,Bronx
244,5222,UNIVERSITY HEIGHTS SECONDARY SCHOOL,All Students,4 year August,2012,120,0.0,-73.9202911709,40.81862835,Bronx
245,5230,UNIVERSITY HEIGHTS SECONDARY SCHOOL,All Students,4 year June,2012,120,0.0,-73.9202911709,40.81862835,Bronx
246,5269,HOSTOS LINCOLN ACADEMY OF SCIENCE,All Students,4 year August,2012,83,6.024096,-73.9304407,40.8155463,Bronx
247,5277,HOSTOS LINCOLN ACADEMY OF SCIENCE,All Students,4 year June,2012,83,6.024096,-73.9304407,40.8155463,Bronx
248,5316,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,All Students,4 year August,2012,34,35.29411,-73.9111884,40.8231641333,Bronx
249,5324,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,All Students,4 year June,2012,34,35.29411,-73.9111884,40.8231641333,Bronx
250,5363,BRONX DESIGN AND CONSTRUCTION ACADEMY,All Students,4 year August,2012,130,20.0,-73.9111831,40.8183204,Bronx
251,5367,BRONX DESIGN AND CONSTRUCTION ACADEMY,All Students,4 year June,2012,130,20.0,-73.9111831,40.8183204,Bronx
252,5379,BRONX LEADERSHIP ACADEMY II HS,All Students,4 year August,2012,128,7.03125,-73.9111831,40.8183204,Bronx
253,5387,BRONX LEADERSHIP ACADEMY II HS,All Students,4 year June,2012,128,7.03125,-73.9111831,40.8183204,Bronx
254,5423,NEW EXPLORERS HS,All Students,4 year August,2012,91,27.47252,-73.9120040781,40.81467045,Bronx
255,5431,NEW EXPLORERS HS,All Students,4 year June,2012,91,27.47252,-73.9120040781,40.81467045,Bronx
256,5470,CAREERS IN SPORTS HS,All Students,4 year August,2012,155,10.96774,-73.9095219,40.8110683,Bronx
257,5478,CAREERS IN SPORTS HS,All Students,4 year June,2012,155,10.96774,-73.9095219,40.8110683,Bronx
258,5517,URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,All Students,4 year August,2012,75,17.33333,-73.9202911709,40.81862835,Bronx
259,5525,URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,All Students,4 year June,2012,75,17.33333,-73.9202911709,40.81862835,Bronx
260,5561,MOTT HAVEN COMMUNITY HS,All Students,4 year August,2012,88,14.77272,-73.9234791622,40.8227273919,Bronx
261,5565,MOTT HAVEN COMMUNITY HS,All Students,4 year June,2012,88,14.77272,-73.9234791622,40.8227273919,Bronx
262,5581,ALFRED E SMITH CAREER AND TECHNICAL EDUCATION HS,All Students,4 year August,2012,72,16.66666,-73.9229432,40.8224316,Bronx
263,5589,ALFRED E SMITH CAREER AND TECHNICAL EDUCATION HS,All Students,4 year June,2012,72,16.66666,-73.9229432,40.8224316,Bronx
264,5673,HEALTH OPPORTUNITIES HS,All Students,4 year August,2012,145,24.82758,-73.9260635,40.8136235,Bronx
265,5681,HEALTH OPPORTUNITIES HS,All Students,4 year June,2012,145,24.82758,-73.9260635,40.8136235,Bronx
266,5720,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,All Students,4 year August,2012,73,9.589041,-73.9071566667,40.8101353333,Bronx
267,5725,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,All Students,4 year June,2012,73,9.589041,-73.9071566667,40.8101353333,Bronx
268,5741,WOMENS ACADEMY OF EXCELLENCE,All Students,4 year August,2012,91,14.28571,-73.9202911709,40.81862835,Bronx
269,5748,WOMENS ACADEMY OF EXCELLENCE,All Students,4 year June,2012,91,14.28571,-73.9202911709,40.81862835,Bronx
270,5777,RENAISSANCE HS FOR MUSICAL THEATER & TECHNOLOGY,All Students,4 year August,2012,108,9.259259,-73.9071566667,40.8101353333,Bronx
271,5785,RENAISSANCE HS FOR MUSICAL THEATER & TECHNOLOGY,All Students,4 year June,2012,108,9.259259,-73.9071566667,40.8101353333,Bronx
272,5869,PABLO NERUDA ACADEMY,All Students,4 year August,2012,93,15.05376,-73.8929806886,40.8203974,Bronx
273,5877,PABLO NERUDA ACADEMY,All Students,4 year June,2012,93,15.05376,-73.8929806886,40.8203974,Bronx
274,5916,MILLENNIUM ART ACADEMY,All Students,4 year August,2012,119,15.12605,-73.8560759932,40.8149897,Bronx
275,5924,MILLENNIUM ART ACADEMY,All Students,4 year June,2012,119,15.12605,-73.8560759932,40.8149897,Bronx
276,5964,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,All Students,4 year August,2012,65,12.30769,-73.8391577557,40.8399325,Bronx
277,5972,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,All Students,4 year June,2012,65,12.30769,-73.8391577557,40.8399325,Bronx
278,6007,ARCHIMEDES ACADEMY FOR MATH SCIENCE AND TECHNOLOGY,All Students,4 year August,2012,95,5.263157,-73.8558568,40.8209151,Bronx
279,6011,ARCHIMEDES ACADEMY FOR MATH SCIENCE AND TECHNOLOGY,All Students,4 year June,2012,95,5.263157,-73.8558568,40.8209151,Bronx
280,6026,ANTONIA PANTOJA PREPARATORY ACADEMY,All Students,4 year August,2012,69,21.73913,-73.8558568,40.8209151,Bronx
281,6030,ANTONIA PANTOJA PREPARATORY ACADEMY,All Students,4 year June,2012,69,21.73913,-73.8558568,40.8209151,Bronx
282,6042,BRONX COMMUNITY HS,All Students,4 year August,2012,80,17.5,-73.8558568,40.8209151,Bronx
283,6050,BRONX COMMUNITY HS,All Students,4 year June,2012,80,17.5,-73.8558568,40.8209151,Bronx
284,6086,HERBERT H LEHMAN HS,All Students,4 year August,2012,348,26.14942,-73.8391577557,40.8399325,Bronx
285,6094,HERBERT H LEHMAN HS,All Students,4 year June,2012,348,26.14942,-73.8391577557,40.8399325,Bronx
286,6133,BRONX BRIDGES HS,All Students,4 year August,2012,80,13.75,-73.8979846,40.8176007,Bronx
287,6136,BRONX BRIDGES HS,All Students,4 year June,2012,80,13.75,-73.8979846,40.8176007,Bronx
288,6165,BRONX GUILD,All Students,4 year August,2012,70,18.57142,-73.8391577557,40.8399325,Bronx
289,6173,BRONX GUILD,All Students,4 year June,2012,70,18.57142,-73.8391577557,40.8399325,Bronx
290,6212,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,All Students,4 year August,2012,87,18.3908,-73.8560759932,40.8149897,Bronx
291,6220,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,All Students,4 year June,2012,87,18.3908,-73.8560759932,40.8149897,Bronx
292,6256,BANANA KELLY HS,All Students,4 year August,2012,92,26.08695,-73.8558568,40.8209151,Bronx
293,6264,BANANA KELLY HS,All Students,4 year June,2012,92,26.08695,-73.8558568,40.8209151,Bronx
294,6303,BRONX ARENA HS,All Students,4 year August,2012,74,12.16216,-73.8558568,40.8209151,Bronx
295,6308,BRONX ARENA HS,All Students,4 year June,2012,74,12.16216,-73.8558568,40.8209151,Bronx
296,6369,WESTCHESTER SQUARE ACADEMY,All Students,4 year August,2012,98,5.10204,-73.8558568,40.8209151,Bronx
297,6370,WESTCHESTER SQUARE ACADEMY,All Students,4 year June,2012,98,5.10204,-73.8558568,40.8209151,Bronx
298,6373,SCHOOL FOR TOURISM AND HOSPITALITY,All Students,4 year August,2012,74,10.81081,-73.8558568,40.8209151,Bronx
299,6376,SCHOOL FOR TOURISM AND HOSPITALITY,All Students,4 year June,2012,74,10.81081,-73.8558568,40.8209151,Bronx
300,6423,BRONX COMPASS HS,All Students,4 year August,2012,98,3.061224,-73.8807533855,40.82078665,Bronx
301,6426,BRONX COMPASS HS,All Students,4 year June,2012,98,3.061224,-73.8807533855,40.82078665,Bronx
302,6500,BRONX COLLEGIATE ACADEMY,All Students,4 year August,2012,87,25.28735,-73.8558568,40.8209151,Bronx
303,6508,BRONX COLLEGIATE ACADEMY,All Students,4 year June,2012,87,25.28735,-73.8558568,40.8209151,Bronx
304,6544,EAGLE ACADEMY FOR YOUNG MEN,All Students,4 year August,2012,80,6.25,-73.8391577557,40.8399325,Bronx
305,6552,EAGLE ACADEMY FOR YOUNG MEN,All Students,4 year June,2012,80,6.25,-73.8391577557,40.8399325,Bronx
306,6623,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,All Students,4 year August,2012,76,1.315789,-73.8807533855,40.82078665,Bronx
307,6629,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,All Students,4 year June,2012,76,1.315789,-73.8807533855,40.82078665,Bronx
308,6649,EXIMIUS COLLEGE PREPARATORY ACADEMY,All Students,4 year August,2012,94,4.255319,-73.8558568,40.8209151,Bronx
309,6657,EXIMIUS COLLEGE PREPARATORY ACADEMY,All Students,4 year June,2012,94,4.255319,-73.8558568,40.8209151,Bronx
310,6690,MOTT HALL BRONX HS,All Students,4 year August,2012,109,7.339449,-73.9026559679,40.8217383,Bronx
311,6698,MOTT HALL BRONX HS,All Students,4 year June,2012,109,7.339449,-73.9026559679,40.8217383,Bronx
312,6728,BRONX CENTER FOR SCIENCE AND MATHEMATICS,All Students,4 year August,2012,107,1.869158,-73.8979846,40.8176007,Bronx
313,6736,BRONX CENTER FOR SCIENCE AND MATHEMATICS,All Students,4 year June,2012,107,1.869158,-73.8979846,40.8176007,Bronx
314,6766,VALIDUS PREPARATORY ACADEMY,All Students,4 year August,2012,97,11.3402,-73.911745,40.83944,Bronx
315,6774,VALIDUS PREPARATORY ACADEMY,All Students,4 year June,2012,97,11.3402,-73.911745,40.83944,Bronx
316,6804,LEADERSHIP INSTITUTE,All Students,4 year August,2012,46,30.43478,-73.904055,40.833651,Bronx
317,6812,LEADERSHIP INSTITUTE,All Students,4 year June,2012,46,30.43478,-73.904055,40.833651,Bronx
318,6842,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,All Students,4 year August,2012,100,15.0,-73.911745,40.83944,Bronx
319,6850,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,All Students,4 year June,2012,100,15.0,-73.911745,40.83944,Bronx
320,6889,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,All Students,4 year August,2012,68,0.0,-73.9018472911,40.8395136,Bronx
321,6893,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,All Students,4 year June,2012,68,0.0,-73.9018472911,40.8395136,Bronx
322,6905,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,All Students,4 year August,2012,111,4.504504,-73.9028753,40.8339229,Bronx
323,6907,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,All Students,4 year June,2012,111,4.504504,-73.9028753,40.8339229,Bronx
324,6911,DREAMYARD PREPARATORY SCHOOL,All Students,4 year August,2012,69,31.88405,-73.9018472911,40.8395136,Bronx
325,6919,DREAMYARD PREPARATORY SCHOOL,All Students,4 year June,2012,69,31.88405,-73.9018472911,40.8395136,Bronx
326,6951,ACADEMY FOR LANGUAGE AND TECHNOLOGY,All Students,4 year August,2012,73,6.849315,-73.9028753,40.8339229,Bronx
327,6957,ACADEMY FOR LANGUAGE AND TECHNOLOGY,All Students,4 year June,2012,73,6.849315,-73.9028753,40.8339229,Bronx
328,6977,BRONX INTERNATIONAL HS,All Students,4 year August,2012,83,7.228915,-73.9018472911,40.8395136,Bronx
329,6985,BRONX INTERNATIONAL HS,All Students,4 year June,2012,83,7.228915,-73.9018472911,40.8395136,Bronx
330,7024,SCHOOL FOR EXCELLENCE,All Students,4 year August,2012,81,12.34567,-73.8986837342,40.8412244,Bronx
331,7032,SCHOOL FOR EXCELLENCE,All Students,4 year June,2012,81,12.34567,-73.8986837342,40.8412244,Bronx
332,7071,BRONX HS OF BUSINESS,All Students,4 year August,2012,64,20.3125,-73.90472,40.827316,Bronx
333,7079,BRONX HS OF BUSINESS,All Students,4 year June,2012,64,20.3125,-73.90472,40.827316,Bronx
334,7118,BRONX HS FOR MEDICAL SCIENCE,All Students,4 year August,2012,78,1.282051,-73.9176544961,40.82809765,Bronx
335,7126,BRONX HS FOR MEDICAL SCIENCE,All Students,4 year June,2012,78,1.282051,-73.9176544961,40.82809765,Bronx
336,7162,JONATHAN LEVIN HS FOR MEDIA AND COMMUNICATIONS,All Students,4 year August,2012,38,15.78947,-73.916202,40.842483,Bronx
337,7170,JONATHAN LEVIN HS FOR MEDIA AND COMMUNICATIONS,All Students,4 year June,2012,38,15.78947,-73.916202,40.842483,Bronx
338,7209,BRONX SCHOOL FOR LAW GOVERNMENT AND JUSTICE,All Students,4 year August,2012,86,8.139534,-73.911745,40.83944,Bronx
339,7217,BRONX SCHOOL FOR LAW GOVERNMENT AND JUSTICE,All Students,4 year June,2012,86,8.139534,-73.911745,40.83944,Bronx
340,7256,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,All Students,4 year August,2012,90,16.66666,-73.911745,40.83944,Bronx
341,7264,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,All Students,4 year June,2012,90,16.66666,-73.911745,40.83944,Bronx
342,7297,BRONX LEADERSHIP ACADEMY HS,All Students,4 year August,2012,174,14.94252,-73.9156113,40.8494748,Bronx
343,7305,BRONX LEADERSHIP ACADEMY HS,All Students,4 year June,2012,174,14.94252,-73.9156113,40.8494748,Bronx
344,7344,HS FOR VIOLIN AND DANCE,All Students,4 year August,2012,69,10.14492,-73.90472,40.827316,Bronx
345,7352,HS FOR VIOLIN AND DANCE,All Students,4 year June,2012,69,10.14492,-73.90472,40.827316,Bronx
346,7388,CLAREMONT INTERNATIONAL HS,All Students,4 year August,2012,67,7.462686,-73.90472,40.827316,Bronx
347,7390,CLAREMONT INTERNATIONAL HS,All Students,4 year June,2012,67,7.462686,-73.90472,40.827316,Bronx
348,7395,RIVERDALE  KINGSBRIDGE ACADEMY,All Students,4 year August,2012,148,6.081081,-73.911745,40.83944,Bronx
349,7403,RIVERDALE  KINGSBRIDGE ACADEMY,All Students,4 year June,2012,148,6.081081,-73.911745,40.83944,Bronx
350,7442,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,All Students,4 year August,2012,90,11.11111,-73.911745,40.83944,Bronx
351,7450,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,All Students,4 year June,2012,90,11.11111,-73.911745,40.83944,Bronx
352,7483,THEATRE ARTS PRODUCTION COMPANY SCHOOL,All Students,4 year August,2012,78,6.410256,-73.911745,40.83944,Bronx
353,7491,THEATRE ARTS PRODUCTION COMPANY SCHOOL,All Students,4 year June,2012,78,6.410256,-73.911745,40.83944,Bronx
354,7518,MARIE CURIE SCHOOL FOR MEDICINE NURSING AND HEALTH,All Students,4 year August,2012,123,6.504065,-73.9190268586,40.8274856,Bronx
355,7526,MARIE CURIE SCHOOL FOR MEDICINE NURSING AND HEALTH,All Students,4 year June,2012,123,6.504065,-73.9190268586,40.8274856,Bronx
356,7556,WEST BRONX ACADEMY FOR THE FUTURE,All Students,4 year August,2012,68,2.941176,-73.904055,40.833651,Bronx
357,7564,WEST BRONX ACADEMY FOR THE FUTURE,All Students,4 year June,2012,68,2.941176,-73.904055,40.833651,Bronx
358,7605,KINGSBRIDGE INTERNATIONAL HS,All Students,4 year August,2012,149,18.79194,-73.9028965,40.8433249,Bronx
359,7613,KINGSBRIDGE INTERNATIONAL HS,All Students,4 year June,2012,149,18.79194,-73.9028965,40.8433249,Bronx
360,7642,BRONX SCHOOL OF LAW AND FINANCE,All Students,4 year August,2012,95,18.94736,-73.90472,40.827316,Bronx
361,7650,BRONX SCHOOL OF LAW AND FINANCE,All Students,4 year June,2012,95,18.94736,-73.90472,40.827316,Bronx
362,7689,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HS,All Students,4 year August,2012,102,44.11764,-73.911745,40.83944,Bronx
363,7697,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HS,All Students,4 year June,2012,102,44.11764,-73.911745,40.83944,Bronx
364,7736,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,All Students,4 year August,2012,100,4.0,-73.9143265457,40.8868453,Bronx
365,7744,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,All Students,4 year June,2012,100,4.0,-73.9143265457,40.8868453,Bronx
366,7784,IN TECH ACADEMY,All Students,4 year August,2012,160,5.0,-73.913666,40.877505,Bronx
367,7792,IN TECH ACADEMY,All Students,4 year June,2012,160,5.0,-73.913666,40.877505,Bronx
368,7825,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO,All Students,4 year August,2012,138,4.347826,-73.8971802944,40.8544561,Bronx
369,7833,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO,All Students,4 year June,2012,138,4.347826,-73.8971802944,40.8544561,Bronx
370,7860,ELLS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY,All Students,4 year August,2012,117,42.73504,-73.9017234468,40.8756121,Bronx
371,7867,ELLS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY,All Students,4 year June,2012,117,42.73504,-73.9017234468,40.8756121,Bronx
372,7920,HS FOR TEACHING AND THE PROFESSIONS,All Students,4 year August,2012,112,11.60714,-73.8964684,40.8701955,Bronx
373,7928,HS FOR TEACHING AND THE PROFESSIONS,All Students,4 year June,2012,112,11.60714,-73.8964684,40.8701955,Bronx
374,7967,BELMONT PREPARATORY HS,All Students,4 year August,2012,93,4.301075,-73.913451,40.87757,Bronx
375,7975,BELMONT PREPARATORY HS,All Students,4 year June,2012,93,4.301075,-73.913451,40.87757,Bronx
376,8025,FORDHAM HS FOR THE ARTS,All Students,4 year August,2012,75,1.333333,-73.8964684,40.8701955,Bronx
377,8033,FORDHAM HS FOR THE ARTS,All Students,4 year June,2012,75,1.333333,-73.8964684,40.8701955,Bronx
378,8069,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNO,All Students,4 year August,2012,111,15.31531,-73.8873388847,40.8813165,Bronx
379,8077,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNO,All Students,4 year June,2012,111,15.31531,-73.8873388847,40.8813165,Bronx
380,8116,BRONX HS FOR LAW AND COMMUNITY SERVICE,All Students,4 year August,2012,94,7.446808,-73.9145040143,40.8773888,Bronx
381,8124,BRONX HS FOR LAW AND COMMUNITY SERVICE,All Students,4 year June,2012,94,7.446808,-73.9145040143,40.8773888,Bronx
382,8163,DEWITT CLINTON HS,All Students,4 year August,2012,653,24.34915,-73.888295,40.8598397,Bronx
383,8171,DEWITT CLINTON HS,All Students,4 year June,2012,653,24.34915,-73.888295,40.8598397,Bronx
384,8210,CELIA CRUZ BRONX HS OF MUSIC,All Students,4 year August,2012,92,0.0,-73.913451,40.87757,Bronx
385,8218,CELIA CRUZ BRONX HS OF MUSIC,All Students,4 year June,2012,92,0.0,-73.913451,40.87757,Bronx
386,8251,BRONX HS OF SCIENCE,All Students,4 year August,2012,783,0.1277139,-73.911745,40.83944,Bronx
387,8259,BRONX HS OF SCIENCE,All Students,4 year June,2012,783,0.1277139,-73.911745,40.83944,Bronx
388,8339,MARBLE HILL HS FOR INTERNATIONAL STUDIES,All Students,4 year August,2012,113,2.654867,-73.8964684,40.8701955,Bronx
389,8347,MARBLE HILL HS FOR INTERNATIONAL STUDIES,All Students,4 year June,2012,113,2.654867,-73.8964684,40.8701955,Bronx
390,8386,CROTONA INTERNATIONAL HS,All Students,4 year August,2012,80,36.25,-73.888295,40.8598397,Bronx
391,8389,CROTONA INTERNATIONAL HS,All Students,4 year June,2012,80,36.25,-73.888295,40.8598397,Bronx
392,8397,BRONX THEATRE HS,All Students,4 year August,2012,87,10.34482,-73.888295,40.8598397,Bronx
393,8405,BRONX THEATRE HS,All Students,4 year June,2012,87,10.34482,-73.888295,40.8598397,Bronx
394,8441,DISCOVERY HS,All Students,4 year August,2012,121,11.57024,-73.888295,40.8598397,Bronx
395,8449,DISCOVERY HS,All Students,4 year June,2012,121,11.57024,-73.888295,40.8598397,Bronx
396,8485,HS FOR ENERGY AND TECHNOLOGY,All Students,4 year August,2012,93,13.97849,-73.888295,40.8598397,Bronx
397,8487,HS FOR ENERGY AND TECHNOLOGY,All Students,4 year June,2012,93,13.97849,-73.888295,40.8598397,Bronx
398,8536,HS OF AMERICAN STUDIES AT LEHMAN COLLEGE,All Students,4 year August,2012,96,0.0,-73.8873388847,40.8813165,Bronx
399,8544,HS OF AMERICAN STUDIES AT LEHMAN COLLEGE,All Students,4 year June,2012,96,0.0,-73.8873388847,40.8813165,Bronx
400,8580,BRONX HEALTH SCIENCES HS,All Students,4 year August,2012,61,0.0,-73.8964684,40.8701955,Bronx
401,8588,BRONX HEALTH SCIENCES HS,All Students,4 year June,2012,61,0.0,-73.8964684,40.8701955,Bronx
402,8618,BRONX HS FOR WRITING AND COMMUNICATION ARTS,All Students,4 year August,2012,106,12.26415,-73.8910282069,40.8776701724,Bronx
403,8626,BRONX HS FOR WRITING AND COMMUNICATION ARTS,All Students,4 year June,2012,106,12.26415,-73.8910282069,40.8776701724,Bronx
404,8662,BRONX LAB SCHOOL,All Students,4 year August,2012,105,8.571428,-73.913451,40.87757,Bronx
405,8670,BRONX LAB SCHOOL,All Students,4 year June,2012,105,8.571428,-73.913451,40.87757,Bronx
406,8703,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP,All Students,4 year August,2012,92,14.13043,-73.913451,40.87757,Bronx
407,8711,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP,All Students,4 year June,2012,92,14.13043,-73.913451,40.87757,Bronx
408,8741,HS OF COMPUTERS AND TECHNOLOGY,All Students,4 year August,2012,115,3.47826,-73.8824999,40.8552778,Bronx
409,8749,HS OF COMPUTERS AND TECHNOLOGY,All Students,4 year June,2012,115,3.47826,-73.8824999,40.8552778,Bronx
410,8788,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,All Students,4 year August,2012,193,6.217616,-73.913451,40.87757,Bronx
411,8796,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,All Students,4 year June,2012,193,6.217616,-73.913451,40.87757,Bronx
412,8832,BRONX ACADEMY OF HEALTH CAREERS,All Students,4 year August,2012,115,10.43478,-73.8964684,40.8701955,Bronx
413,8840,BRONX ACADEMY OF HEALTH CAREERS,All Students,4 year June,2012,115,10.43478,-73.8964684,40.8701955,Bronx
414,8879,ASTOR COLLEGIATE ACADEMY,All Students,4 year August,2012,99,8.080808,-73.8824999,40.8552778,Bronx
415,8887,ASTOR COLLEGIATE ACADEMY,All Students,4 year June,2012,99,8.080808,-73.8824999,40.8552778,Bronx
416,8964,BRONX HS FOR THE VISUAL ARTS,All Students,4 year August,2012,122,12.29508,-73.8951985993,40.87477195,Bronx
417,8972,BRONX HS FOR THE VISUAL ARTS,All Students,4 year June,2012,122,12.29508,-73.8951985993,40.87477195,Bronx
418,9032,HARRY S TRUMAN HS,All Students,4 year August,2012,497,14.68812,-73.8614233,40.8755487,Bronx
419,9040,HARRY S TRUMAN HS,All Students,4 year June,2012,497,14.68812,-73.8614233,40.8755487,Bronx
420,9079,BRONXDALE HS,All Students,4 year August,2012,115,7.826086,-73.8614233,40.8755487,Bronx
421,9083,BRONXDALE HS,All Students,4 year June,2012,115,7.826086,-73.8614233,40.8755487,Bronx
422,9095,HS OF LANGUAGE AND INNOVATION,All Students,4 year August,2012,109,12.84403,-73.8527200052,40.88821535,Bronx
423,9098,HS OF LANGUAGE AND INNOVATION,All Students,4 year June,2012,109,12.84403,-73.8527200052,40.88821535,Bronx
424,9106,NEW WORLD HS,All Students,4 year August,2012,75,6.666666,-73.8614233,40.8755487,Bronx
425,9114,NEW WORLD HS,All Students,4 year June,2012,75,6.666666,-73.8614233,40.8755487,Bronx
426,9147,BRONXWOOD PREPARATORY ACADEMY,All Students,4 year August,2012,101,10.89108,-73.8603221,40.8598996,Bronx
427,9155,BRONXWOOD PREPARATORY ACADEMY,All Students,4 year June,2012,101,10.89108,-73.8603221,40.8598996,Bronx
428,9229,PELHAM PREPARATORY ACADEMY,All Students,4 year August,2012,120,4.166666,-73.8603221,40.8598996,Bronx
429,9237,PELHAM PREPARATORY ACADEMY,All Students,4 year June,2012,120,4.166666,-73.8603221,40.8598996,Bronx
430,9276,HS FOR CONTEMPORARY ARTS,All Students,4 year August,2012,124,9.677419,-73.8603221,40.8598996,Bronx
431,9284,HS FOR CONTEMPORARY ARTS,All Students,4 year June,2012,124,9.677419,-73.8603221,40.8598996,Bronx
432,9323,BRONX AEROSPACE HS,All Students,4 year August,2012,91,14.28571,-73.865438,40.851071,Bronx
433,9331,BRONX AEROSPACE HS,All Students,4 year June,2012,91,14.28571,-73.865438,40.851071,Bronx
434,9370,MOTT HALL V,All Students,4 year August,2012,96,2.083333,-73.8614233,40.8755487,Bronx
